,valence,year,acousticness,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,artists,collaborators
19611,0.145,2020,0.401,0.731,205090,0.573,1,47EiUVwUp4C9fGccaPuUCS,5.22e-05,4,0.113,-10.059,0,Dakiti,100,2020-10-30,0.0544,109.928,"['Bad Bunny', 'Jhay Cortez']",2
19606,0.7559999999999999,2020,0.221,0.7,140526,0.722,1,3tjFYV6RSFtuktYl3ZtYcq,0.0,7,0.272,-3.5580000000000003,0,Mood (feat. iann dior),99,2020-07-24,0.0369,90.98899999999999,"['24kGoldn', 'iann dior']",2
19618,0.737,2020,0.0112,0.746,199054,0.765,0,0t1kP63rueHleOhQkYSXFY,0.0,6,0.0936,-4.41,0,Dynamite,97,2020-08-28,0.0993,114.044,['BTS'],1
19608,0.35700000000000004,2020,0.0194,0.935,187541,0.45399999999999996,1,4Oun2ylbjFKMPTiaSbbCih,0.0,1,0.0824,-7.508999999999999,1,WAP (feat. Megan Thee Stallion),96,2020-08-07,0.375,133.07299999999998,"['Cardi B', 'Megan Thee Stallion']",2
19610,0.682,2020,0.46799999999999997,0.737,172325,0.802,1,35mvY5S1H3J2QZyna3TFe0,0.0,0,0.0931,-4.771,1,positions,96,2020-10-30,0.0878,144.015,['Ariana Grande'],1
19612,0.5429999999999999,2020,0.65,0.7090000000000001,160000,0.5479999999999999,1,1tkg4EHVoqnhR6iFEXb60y,1.59e-06,10,0.133,-8.493,1,What You Know Bout Love,96,2020-07-03,0.353,83.995,['Pop Smoke'],1
19616,0.33399999999999996,2020,0.00146,0.514,200040,0.73,0,0VjIjW4GlUZAMYd2vXMi3b,9.54e-05,1,0.0897,-5.934,1,Blinding Lights,96,2020-03-20,0.0598,171.005,['The Weeknd'],1
19607,0.34700000000000003,2020,0.114,0.823,190476,0.586,1,0PvFJmanyNQMseIFrU708S,0.0,6,0.193,-6.606,0,For The Night (feat. Lil Baby & DaBaby),95,2020-07-03,0.2,125.971,"['Pop Smoke', 'Lil Baby', 'DaBaby']",3
19615,0.3720000000000001,2020,0.196,0.6729999999999999,212093,0.7040000000000001,0,5u1n1kITHCxxp8twBcZxWy,0.0,6,0.0898,-8.056000000000001,1,Holy (feat. Chance The Rapper),95,2020-09-18,0.36,86.919,"['Justin Bieber', 'Chance the Rapper']",2
19620,0.0927,2020,0.8640000000000001,0.631,149297,0.239,1,4y4spB9m0Q6026KfkAvy9Q,0.0,11,0.11599999999999999,-7.0710000000000015,0,Lonely (with benny blanco),95,2020-10-16,0.0398,79.859,"['Justin Bieber', 'benny blanco']",2
19623,0.0799,2020,0.7859999999999999,0.642,169266,0.374,0,45bE4HXI0AwGZXfZtMp8JR,0.0,4,0.0906,-9.386000000000001,1,you broke me first,95,2020-04-17,0.0545,124.09899999999999,['Tate McRae'],1
19407,0.557,2019,0.122,0.5479999999999999,174000,0.816,0,6UelLqGlWMcVH1E5c4H7lY,0.0,0,0.335,-4.209,1,Watermelon Sugar,94,2019-12-13,0.0465,95.39,['Harry Styles'],1
19613,0.47100000000000003,2020,0.256,0.799,195429,0.66,1,02kDW379Yfd5PzW5A6vuGt,0.0,1,0.111,-6.153,0,Lemonade,94,2020-08-14,0.079,140.04,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",4
19655,0.905,2020,0.168,0.7340000000000001,166028,0.8740000000000001,0,6cx06DFPPHchuUAcTxznu9,1.1400000000000001e-05,8,0.0489,-3.158,1,Head & Heart (feat. MNEK),94,2020-07-03,0.0662,122.95299999999999,"['Joel Corry', 'MNEK']",2
19720,0.835,2020,0.0337,0.7929999999999999,247308,0.7709999999999999,0,35UUpTmrcFXNIVIN26ujXl,1.51e-06,5,0.284,-3.417,1,Relación - Remix,94,2020-09-04,0.0959,171.94299999999996,"['Sech', 'Daddy Yankee', 'J Balvin', 'ROSALÍA', 'Farruko']",5
19619,0.27,2020,0.584,0.35700000000000004,198040,0.425,0,4xqrdfXkTW4T0RauPLv3WA,0.0,5,0.322,-7.301,1,Heather,93,2020-03-20,0.0333,102.07799999999999,['Conan Gray'],1
19621,0.151,2020,0.0563,0.39899999999999997,210463,0.491,0,6AGOKlMZWLCaEJGnaROtF9,0.0008900000000000002,6,0.11,-10.777999999999999,0,Put Your Records On,93,2020-04-24,0.0538,91.066,['Ritt Momney'],1
19609,0.522,2020,0.244,0.7609999999999999,261493,0.518,1,2SAqBLGA283SUiwJ3xOUVI,3.47e-05,0,0.107,-8.871,1,Laugh Now Cry Later (feat. Lil Durk),93,2020-08-14,0.134,133.976,"['Drake', 'Lil Durk']",2
19624,0.716,2020,0.218,0.889,174321,0.34,0,54bFM56PmE4YLRnqpW6Tha,0.13,11,0.055,-7.773,0,Therefore I Am,93,2020-11-12,0.0697,94.009,['Billie Eilish'],1
19741,0.545,2020,0.18899999999999997,0.787,200198,0.728,0,4uoR6qeWeuL4Qeu2qJzkuG,2.2899999999999998e-05,6,0.0629,-3.455,0,Hawái,92,2020-07-29,0.389,180.06599999999997,['Maluma'],1
19614,0.485,2020,0.237,0.83,173711,0.585,1,6Im9k8u9iIzKMrmV7BWtlF,0.0,0,0.248,-6.476,1,34+35,92,2020-10-30,0.094,109.978,['Ariana Grande'],1
19633,0.132,2020,0.131,0.33299999999999996,172693,0.637,0,5KCbr5ndeby4y4ggthdiAb,1.8e-05,1,0.149,-4.904,0,Wonder,92,2020-10-02,0.0581,139.898,['Shawn Mendes'],1
57207,0.95,2020,0.16699999999999998,0.8240000000000001,187427,0.457,0,73nAK3HgQK8dak83Y2WQ8F,0.0,6,0.040999999999999995,-5.428,1,Vida de Rico,92,2020-09-21,0.0543,87.977,['Camilo'],1
19426,0.664,2019,0.223,0.789,166794,0.72,0,3H7ihDc1dqLriiWXwsc2po,0.0,8,0.129,-5.652,0,Breaking Me,92,2019-12-19,0.218,122.031,"['Topic', 'A7S']",2
38452,0.503,2020,0.18,0.736,216107,0.632,0,7ndTONDDRFGiPnnhOzOXxq,0.0,11,0.349,-4.939,0,La Nota,92,2020-10-08,0.0648,92.03,"['Manuel Turizo', 'Rauw Alejandro', 'Myke Towers']",3
19672,0.39299999999999996,2020,0.00536,0.5710000000000001,232253,0.693,0,0EhpEsp4L0oRGM0vmeaN5e,0.0,6,0.17300000000000001,-8.234,0,UN DIA (ONE DAY) (Feat. Tainy),92,2020-07-24,0.0545,168.169,"['J Balvin', 'Tainy', 'Dua Lipa', 'Bad Bunny']",4
19670,0.753,2020,0.0332,0.789,190306,0.711,0,59qrUpoplZxbIZxk6X0Bm3,0.0,2,0.0876,-4.248,1,Take You Dancing,92,2020-07-22,0.040999999999999995,112.985,['Jason Derulo'],1
38426,0.963,2020,0.0907,0.905,155825,0.6859999999999999,0,11EnQRgRMJwMAesfkB5pnu,0.0,0,0.266,-3.1519999999999997,1,Se Te Nota (with Guaynaa),92,2020-09-02,0.0664,103.01299999999999,"['Lele Pons', 'Guaynaa']",2
38427,0.68,2020,0.26899999999999996,0.845,219048,0.677,0,4HYDUMY0xSpeBr0AMY9cUz,0.000917,11,0.10800000000000001,-4.798,0,La Curiosidad,92,2020-06-12,0.136,90.01299999999998,"['Jay Wheeler', 'DJ Nelson', 'Myke Towers']",3
38538,0.623,2020,0.0882,0.659,180520,0.701,0,15OjBeqNX3bShsGYQbteRv,0.0,9,0.0866,-4.107,1,La Tóxica,92,2020-07-24,0.16399999999999998,91.97,['Farruko'],1
19628,0.45,2020,0.057,0.8,200221,0.56,1,6EDO9iiTtwNv6waLwa1UUq,0.0,5,0.134,-4.8180000000000005,0,POPSTAR (feat. Drake),91,2020-07-17,0.261,163.071,"['DJ Khaled', 'Drake']",2
19413,0.446,2019,0.7509999999999999,0.501,182161,0.405,0,7qEHsqek33rTcFNT9PFqLf,0.0,1,0.105,-5.678999999999999,1,Someone You Loved,91,2019-05-17,0.0319,109.891,['Lewis Capaldi'],1
19643,0.259,2020,0.00115,0.705,223279,0.8140000000000001,0,27ycaQnQAxaPiyeg3nr2aB,0.00312,4,0.203,-5.466,0,Midnight Sky,91,2020-08-14,0.0346,110.0,['Miley Cyrus'],1
38492,0.9059999999999999,2020,0.139,0.7140000000000001,230693,0.7609999999999999,0,5y7DaS3jAc9eZzcSOoUIwU,0.00035,5,0.24100000000000002,-4.596,0,Una Locura,91,2020-09-04,0.0427,168.02200000000005,"['Ozuna', 'J Balvin', 'Chencho Corleone']",3
38435,0.838,2020,0.212,0.863,178947,0.6659999999999999,1,7vrJn5hDSXRmdXoR30KgF1,0.000493,1,0.10300000000000001,-4.158,0,BICHOTA,91,2020-10-23,0.152,163.908,['KAROL G'],1
57244,0.884,2020,0.42200000000000004,0.691,248345,0.7390000000000001,0,4RJz8NfIe09gpKMiRUWKhJ,3.95e-06,5,0.11,-3.09,0,Parce (feat. Justin Quiles),91,2020-08-21,0.22899999999999998,83.897,"['Maluma', 'Lenny Tavárez', 'Justin Quiles']",3
19804,0.531,2020,0.512,0.718,189653,0.7120000000000001,0,7x4ASXYEKfQBCewcZhK776,0.00121,11,0.10400000000000001,-4.3660000000000005,1,"Ay, DiOs Mío!",91,2020-07-10,0.174,180.03400000000005,['KAROL G'],1
19661,0.7609999999999999,2020,0.23399999999999999,0.767,171375,0.48100000000000004,1,1xQ6trAsedVPCdbtDAmk0c,0.0,0,0.26899999999999996,-8.52,0,Savage Love (Laxed - Siren Beat),91,2020-06-11,0.0803,150.076,"['Jawsh 685', 'Jason Derulo']",2
57360,0.89,2020,0.0165,0.807,185840,0.6559999999999999,1,3GtnId3Cm1Xa6joCj08nzW,0.0,3,0.0693,-4.395,0,Jeans,91,2020-08-14,0.105,83.943,['Justin Quiles'],1
19622,0.535,2020,0.0172,0.625,205485,0.8140000000000001,1,2Y0wPrPQBrGhoLn14xRYCG,0.0,0,0.158,-5.181,1,Come & Go (with Marshmello),90,2020-07-10,0.0657,144.991,"['Juice WRLD', 'Marshmello']",2
57326,0.698,2020,0.0413,0.848,222680,0.637,0,4ZRrLHqzhGRXYj2qcB4s5S,0.0,9,0.0521,-5.1320000000000014,1,Tattoo - Remix with Camilo,90,2020-07-09,0.156,96.988,"['Rauw Alejandro', 'Camilo']",2
38572,0.7909999999999999,2020,0.31,0.823,213314,0.821,0,2bgcUk2A3jjKbCJ7KPquTi,4.28e-06,8,0.14300000000000002,-3.4019999999999997,0,Mi Niña,90,2020-09-23,0.166,99.999,"['Wisin', 'Myke Towers', 'Los Legendarios']",3
19646,0.609,2020,0.105,0.7659999999999999,200482,0.7879999999999999,0,0GzuHFG4Ql6DoyxFRnIk3F,5.81e-06,6,0.142,-3.128,0,Hawái - Remix,90,2020-11-05,0.312,179.984,"['Maluma', 'The Weeknd']",2
19638,0.774,2020,0.235,0.8340000000000001,146523,0.6629999999999999,1,0AUvWawuP0ibk4SQ3sIZjk,0.0,8,0.3720000000000001,-6.143,1,Daisy,90,2020-07-09,0.133,121.876,['Ashnikko'],1
19406,0.6409999999999999,2019,0.598,0.7440000000000001,188387,0.619,0,7B3z0ySL9Rr0XvZEAjWZzM,0.00372,0,0.231,-9.805,1,Sofia,90,2019-08-02,0.039,112.99700000000001,['Clairo'],1
19645,0.348,2020,0.731,0.726,173333,0.431,0,7eJMfftS33KTjuF7lTsMCx,0.0,8,0.696,-8.765,0,death bed (coffee for your head),90,2020-02-08,0.135,144.026,"['Powfu', 'beabadoobee']",2
19639,0.462,2020,0.25,0.8,195429,0.6579999999999999,1,7hxHWCCAIIxFLCzvDgnQHX,0.0,1,0.111,-6.142,0,"Lemonade (feat. Gunna, Don Toliver & NAV)",90,2020-08-28,0.079,140.042,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",4
19636,0.26899999999999996,2020,0.48700000000000004,0.48,213333,0.602,1,5rZlwNFl01HqLWBQGryKSm,0.0,10,0.0848,-6.335,0,Mood Swings (feat. Lil Tjay),90,2020-07-03,0.368,179.798,"['Pop Smoke', 'Lil Tjay']",2
19666,0.45,2020,0.0069099999999999995,0.5660000000000001,207481,0.716,0,249gnXrbfmV8NG6jTEMSwD,0.0,1,0.37,-5.733,1,Life Goes On,90,2020-11-20,0.0424,81.068,['BTS'],1
19617,0.0804,2020,0.00336,0.65,194621,0.613,1,2U5WueTLIK5WJLD7mvDODv,0.0,9,0.267,-6.13,0,Wishing Well,90,2020-07-10,0.128,149.972,['Juice WRLD'],1
19409,0.5529999999999999,2019,0.192,0.695,215280,0.762,0,21jGcNKet2qwijlDFuPiPb,0.00244,0,0.0863,-3.497,1,Circles,89,2019-09-06,0.0395,120.042,['Post Malone'],1
57241,0.5579999999999999,2020,0.185,0.7829999999999999,199112,0.727,0,1yoMvmasuxZfqHEipJhRbp,2.46e-05,6,0.0626,-3.4539999999999997,0,Hawái,89,2020-08-21,0.389,180.067,['Maluma'],1
19410,0.642,2019,0.10400000000000001,0.8959999999999999,196653,0.586,1,0nbXyq5TXYPCO7pr3N8S4I,0.0,10,0.79,-6.687,0,The Box,89,2019-12-06,0.0559,116.971,['Roddy Ricch'],1
75095,0.7070000000000001,2020,0.0847,0.574,183240,0.8909999999999999,0,21N4Buj4xsyLb218lYle61,0.0,0,0.16,-3.665,0,Chica Ideal,89,2020-10-16,0.157,100.978,"['Sebastian Yatra', 'Guaynaa']",2
11006,0.789,1977,0.0644,0.828,257800,0.4920000000000001,0,0ofHAoxe9vBkTCp2UQIavz,0.00428,0,0.128,-9.744,1,Dreams - 2004 Remaster,89,1977-02-04,0.0276,120.15100000000001,['Fleetwood Mac'],1
19443,0.575,2019,0.8370000000000001,0.764,189486,0.32,0,2b8fOow8UzyDFAE27YhOZM,0.0,11,0.0822,-7.209,1,Memories,89,2019-09-20,0.0546,91.01899999999999,['Maroon 5'],1
19417,0.254,2019,0.21,0.44799999999999995,208907,0.838,0,45S5WTQEGOB1VHr1Q4FuPl,0.000131,4,0.131,-5.2570000000000014,0,Golden,89,2019-12-13,0.0557,139.863,['Harry Styles'],1
19640,0.581,2020,0.316,0.755,176960,0.578,1,1IIKrJVP1C9N7iPtG6eOsK,0.0,0,0.25,-8.932,0,Go Crazy,89,2020-05-08,0.145,94.148,"['Chris Brown', 'Young Thug']",2
38535,0.63,2020,0.8190000000000001,0.8540000000000001,197587,0.525,0,6fmQjRuo7XvRFCK2qex5hQ,0.0,1,0.146,-4.426,1,Mi Cuarto,89,2020-04-03,0.214,97.054,['Jerry Di'],1
19684,0.537,2020,0.223,0.597,228482,0.45,0,4HBZA5flZLE435QTztThqH,0.0,8,0.382,-6.6579999999999995,1,Stuck with U (with Justin Bieber),89,2020-05-08,0.0418,178.765,"['Ariana Grande', 'Justin Bieber']",2
19441,0.513,2019,0.6920000000000001,0.8240000000000001,209438,0.588,0,2XU0oxnq2qxCpomAAuJY8K,0.00010400000000000001,6,0.149,-6.4,0,Dance Monkey,89,2019-10-17,0.0924,98.027,['Tones And I'],1
19210,0.12,2018,0.934,0.35100000000000003,200186,0.29600000000000004,0,0u2P5u6lvoDfwTYjAADbn4,0.0,4,0.095,-10.109,0,lovely (with Khalid),89,2018-04-19,0.0333,115.28399999999999,"['Billie Eilish', 'Khalid']",2
19641,0.915,2020,0.00883,0.7020000000000001,203064,0.825,0,463CkQjx2Zk1yXoBuierM9,0.0,6,0.0674,-3.787,0,Levitating (feat. DaBaby),89,2020-10-01,0.0601,102.977,"['Dua Lipa', 'DaBaby']",2
19630,0.17300000000000001,2020,0.36,0.48700000000000004,201882,0.534,0,3UoULw70kMsiVXxW0L3A33,0.0,0,0.1,-5.664,0,pov,89,2020-10-30,0.0555,131.798,['Ariana Grande'],1
19207,0.218,2018,0.349,0.511,239836,0.5660000000000001,1,285pBltuF7vW8TeWk8hdRR,0.0,6,0.34,-7.23,0,Lucid Dreams,89,2018-12-10,0.2,83.90299999999998,['Juice WRLD'],1
19626,0.835,2020,0.0631,0.904,227478,0.723,1,2MbdDtCv5LUVjYy9RuGTgC,0.0,11,0.185,-5.224,0,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",88,2020-06-24,0.26,145.013,"['Jack Harlow', 'Tory Lanez', 'DaBaby', 'Lil Wayne']",4
19635,0.298,2020,0.00473,0.731,139461,0.675,1,7kDUspsoYfLkWnZR7qwHZl,0.0,5,0.141,-5.1339999999999995,0,my ex's best friend (with blackbear),88,2020-09-25,0.0434,124.939,"['Machine Gun Kelly', 'blackbear']",2
57379,0.72,2020,0.18600000000000005,0.7340000000000001,224187,0.775,0,0JAZWvvqttGFm4UMDsPQXC,0.000542,8,0.12300000000000001,-3.855,1,Despeinada,88,2020-09-04,0.0614,166.03900000000004,"['Ozuna', 'Camilo']",2
19429,0.562,2019,0.32799999999999996,0.701,194088,0.425,0,2Fxmhks0bxGSBdJ92vM42m,0.13,7,0.1,-10.965,1,bad guy,88,2019-03-29,0.375,135.128,['Billie Eilish'],1
19625,0.775,2020,0.11,0.794,156498,0.7559999999999999,1,4DuUwzP4ALMqpquHU0ltAB,0.0,5,0.247,-7.16,0,Tyler Herro,88,2020-10-22,0.136,123.066,['Jack Harlow'],1
19408,0.578,2019,0.32799999999999996,0.685,240051,0.6920000000000001,1,6Hj9jySrnFppAI0sEMCZpJ,0.0,2,0.153,-5.122000000000001,1,Robbery,88,2019-03-08,0.0457,159.966,['Juice WRLD'],1
19415,0.0605,2019,0.0546,0.598,175721,0.4270000000000001,1,3eekarcy7kvN4yt5ZFzltW,5.83e-06,7,0.21,-8.764,0,HIGHEST IN THE ROOM,88,2019-10-04,0.0317,76.469,['Travis Scott'],1
19425,0.569,2019,0.0237,0.6759999999999999,207133,0.7709999999999999,0,3jjujdWJ72nww5eGnfs2E7,7.000000000000003e-06,8,0.102,-3.675,1,Adore You,88,2019-12-13,0.0483,99.04799999999999,['Harry Styles'],1
19637,0.6609999999999999,2020,0.0681,0.789,167990,0.742,1,5GkQIP5mWPi4KZLLXeuFTT,0.0,10,0.166,-5.664,0,motive (with Doja Cat),88,2020-10-30,0.0652,116.965,"['Ariana Grande', 'Doja Cat']",2
19692,0.715,2020,0.424,0.738,136839,0.621,0,7aGyRfJWtLqgJaZoG9lJhE,7.39e-06,0,0.6920000000000001,-7.313,1,Mad at Disney,88,2020-07-24,0.0486,113.96799999999999,['salem ilese'],1
19696,0.535,2020,0.758,0.711,141224,0.5920000000000001,1,6HlE9t71z9DjGi7KqSyEpA,0.0,4,0.156,-7.136,0,Deep End,88,2020-07-31,0.23,124.749,['Fousheé'],1
19421,0.0592,2019,0.8390000000000001,0.5670000000000001,240133,0.267,0,1ZMiCix7XSAbfAJlEZWMCp,1.46e-06,4,0.08900000000000001,-6.5020000000000024,1,Falling,88,2019-12-13,0.0299,110.01100000000001,['Harry Styles'],1
19446,0.33,2019,0.0686,0.674,176547,0.774,0,62aP9fBQKYKxi7PDXwcUAS,0.0018800000000000002,11,0.39299999999999996,-7.567,0,ily (i love you baby) (feat. Emilee),88,2019-11-26,0.0892,112.05,"['Surf Mesa', 'Emilee']",2
19508,0.574,2019,0.295,0.8029999999999999,200960,0.715,0,7k4t7uLgtOxPwTpFmtJNTY,0.000134,2,0.0574,-3.28,1,Tusa,88,2019-11-07,0.298,101.085,"['KAROL G', 'Nicki Minaj']",2
38570,0.946,2020,0.369,0.779,178374,0.705,0,27u7t9d7ZQoyjsCROHuZJ3,7.91e-06,0,0.124,-3.895,1,Tick Tock (feat. 24kGoldn),88,2020-08-21,0.0344,101.022,"['Clean Bandit', 'Mabel', '24kGoldn']",3
18806,0.225,2016,0.701,0.311,208827,0.485,0,55Am8neGJkdj2ADaM3aw5H,0.0,6,0.0726,-5.726,0,Train Wreck,88,2016-10-28,0.0365,77.355,['James Arthur'],1
14406,0.35,1994,0.16399999999999998,0.336,241107,0.627,0,0bYg9bo50gSsH3LtXe2SQn,0.0,7,0.0708,-7.462999999999999,1,All I Want for Christmas Is You,88,1994-11-01,0.0384,150.273,['Mariah Carey'],1
19629,0.11599999999999999,2020,0.345,0.8320000000000001,132833,0.534,1,1VLtjHwRWOVJiE5Py7JxoQ,0.0,1,0.165,-7.813,0,Martin & Gina,87,2020-05-15,0.253,93.92399999999999,['Polo G'],1
19777,0.457,2020,0.007859999999999999,0.637,162399,0.69,0,1InCpEliLCkWHOBdXW7XSx,0.0,1,0.124,-4.0569999999999995,0,Kings & Queens,87,2020-09-18,0.0405,129.857,['Ava Max'],1
18606,0.518,2015,0.00543,0.611,218107,0.797,0,2GiJYvgVaD2HtM8GqD9EgQ,0.00137,6,0.26,-7.6270000000000024,0,Electric Love,87,2015-10-16,0.0533,120.041,['BØRNS'],1
19423,0.457,2019,0.0522,0.621,163636,0.601,1,696DnlkuDOXcMAnKlTgXXK,0.0,6,0.46,-5.6160000000000005,0,ROXANNE,87,2019-10-10,0.14800000000000002,116.735,['Arizona Zervas'],1
38545,0.7859999999999999,2020,0.3,0.815,345241,0.715,1,1mohfLaTJtB2RplHLQVM70,4.83e-06,4,0.091,-4.65,0,La Jeepeta - Remix,87,2020-04-24,0.207,176.007,"['Nio Garcia', 'Anuel AA', 'Myke Towers', 'Brray', 'Juanka']",5
19535,0.884,2019,0.177,0.88,157606,0.7509999999999999,0,2tnVG71enUj33Ic2nFN6kZ,6.43e-05,7,0.106,-4.258,0,Ride It,87,2019-07-26,0.0874,117.948,['Regard'],1
57229,0.565,2020,0.162,0.76,157944,0.6579999999999999,0,1pqnQ41XbfKjaFu6M0eGJp,0.0,7,0.195,-5.275,1,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",87,2020-07-09,0.275,100.20200000000001,"['Tainy', 'J Balvin']",2
19648,0.303,2020,0.23199999999999998,0.7190000000000001,126521,0.598,0,5psEZhQu6lukjhavJo4AbC,0.0,9,0.115,-6.254,1,SO DONE,87,2020-10-23,0.077,142.592,['The Kid LAROI'],1
19776,0.5489999999999999,2020,0.0676,0.652,178994,0.38299999999999995,0,2Z8yfpFX0ZMavHkcIeHiO1,0.0,2,0.0828,-7.0760000000000005,0,Monster (Shawn Mendes & Justin Bieber),87,2020-11-20,0.0516,145.765,"['Shawn Mendes', 'Justin Bieber']",2
19427,0.243,2019,0.902,0.7040000000000001,245426,0.225,0,3ZCTVFBt2Brf31RLEnCkWJ,0.657,6,0.106,-14.454,0,everything i wanted,87,2019-11-13,0.0994,120.006,['Billie Eilish'],1
19020,0.6659999999999999,2017,0.0622,0.7759999999999999,204347,0.78,0,0pqnGHJpmpxLKifKRmU6WP,0.0,10,0.081,-4.374,0,Believer,87,2017-06-23,0.128,124.949,['Imagine Dragons'],1
19678,0.22899999999999998,2020,0.0743,0.695,218902,0.34299999999999997,1,35RJhm1pEovTBwnNR0zWad,1.04e-06,5,0.107,-10.798,1,GREECE (feat. Drake),87,2020-07-16,0.0432,85.84,"['DJ Khaled', 'Drake']",2
19206,0.203,2018,0.0769,0.6709999999999999,165820,0.529,1,4VXIryQMWpIdGgYR4TrjT1,0.000335,0,0.0856,-7.226,1,All Girls Are The Same,87,2018-12-10,0.307,161.989,['Juice WRLD'],1
19006,0.4370000000000001,2017,0.469,0.872,119133,0.391,1,7m9OqQk4RVRkw9JJdeAw96,4.13e-06,0,0.297,-9.144,0,Jocelyn Flores,87,2017-08-25,0.242,134.02100000000002,['XXXTENTACION'],1
19634,0.322,2020,0.0469,0.727,191406,0.626,0,5f1joOtoMeyppIcJGZQvqJ,2.58e-05,7,0.126,-8.415,1,Be Like That - feat. Swae Lee & Khalid,87,2020-07-10,0.0726,86.97,"['Kane Brown', 'Swae Lee', 'Khalid']",3
19650,0.28600000000000003,2020,0.0221,0.49,201600,0.618,1,1H7KnK26kc1YyellpbINEn,3.77e-06,1,0.259,-5.655,1,The Woo (feat. 50 Cent & Roddy Ricch),87,2020-07-03,0.10400000000000001,99.7,"['Pop Smoke', '50 Cent', 'Roddy Ricch']",3
19442,0.327,2019,0.5920000000000001,0.778,178627,0.317,1,6ocbgoVGwYJhOv1GgI9NsF,0.0,1,0.0881,-10.732000000000001,0,7 rings,87,2019-02-08,0.33399999999999996,140.048,['Ariana Grande'],1
75100,0.65,2020,0.0816,0.843,205933,0.836,0,2lCkncy6bIB0LTMT7kvrD1,0.0013800000000000002,11,0.0532,-2.474,0,Azul,87,2020-03-19,0.0695,94.01799999999999,['J Balvin'],1
19733,0.556,2020,0.154,0.653,213869,0.667,0,5hvwx5i67IwnCkjl9VHkNv,0.0,10,0.107,-6.763999999999999,0,Diamonds,87,2020-09-17,0.0423,104.181,['Sam Smith'],1
19414,0.604,2019,0.866,0.46399999999999997,208687,0.473,0,2kJwzbxV2ppxnQoYw4GLBZ,0.0,1,0.109,-10.086,1,If the World Was Ending - feat. Julia Michaels,87,2019-10-17,0.129,75.801,"['JP Saxe', 'Julia Michaels']",2
57234,0.235,2020,0.414,0.7979999999999999,164000,0.62,0,6f3Slt0GbA2bPZlz0aIFXN,0.0192,8,0.11199999999999999,-7.079,0,The Business,87,2020-09-16,0.23199999999999998,120.031,['Tiësto'],1
75106,0.698,2020,0.0531,0.728,217547,0.8059999999999999,0,3gD4J3RUHy4OUuZ3qAiaiG,0.000301,6,0.153,-3.766,1,Caramelo,87,2020-06-11,0.0623,168.084,['Ozuna'],1
18206,0.39799999999999996,2013,0.0495,0.612,240400,0.807,0,2QjOHCTQ1Jl3zawyYOpxh6,0.0177,10,0.10099999999999999,-2.81,1,Sweater Weather,87,2013-04-19,0.0336,124.053,['The Neighbourhood'],1
19023,0.168,2017,0.163,0.599,263400,0.44799999999999995,0,0tgVpDi06FyKpA1z0VMD4v,0.0,8,0.106,-6.312,1,Perfect,86,2017-03-03,0.0232,95.05,['Ed Sheeran'],1
19784,0.6459999999999999,2020,0.021,0.672,182200,0.855,0,24ySl2hOPGCDcxBxFIqWBu,0.0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),86,2020-05-22,0.0397,123.056,"['Lady Gaga', 'Ariana Grande']",2
19649,0.45299999999999996,2020,0.00981,0.629,167916,0.6920000000000001,1,527k23H0A4Q0UJN3vGs0Da,0.331,5,0.603,-8.045,1,After Party,86,2020-03-13,0.0376,162.94799999999995,['Don Toliver'],1
57226,0.6579999999999999,2020,0.16,0.758,184905,0.598,1,4TgxFMOn5yoESW6zCidCXL,0.0,0,0.295,-5.695,0,Savage Love (Laxed – Siren Beat) [BTS Remix],86,2020-10-02,0.0868,149.836,"['Jawsh 685', 'Jason Derulo', 'BTS']",3
18406,0.591,2014,0.0489,0.525,204093,0.621,0,0lizgQ7Qw35od7CYaoMBZb,0.0,7,0.294,-7.364,1,Santa Tell Me,86,2014-11-24,0.11599999999999999,191.9,['Ariana Grande'],1
37854,0.9470000000000001,2017,0.111,0.863,260545,0.669,1,5DoLhdU27owX1NMrKLUbUl,0.0,6,0.0569,-5.952000000000001,0,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",86,2017-03-31,0.282,164.062,"['Super Yei', 'Towy', 'Osquel', 'Beltito', 'Sammy & Falsetto']",5
19222,0.23600000000000002,2018,0.12300000000000001,0.785,159382,0.431,0,4TnjEaWOeW0eKTKIEvJyCa,0.0,10,0.0887,-8.756,0,Falling,86,2018-10-05,0.0364,127.085,['Trevor Daniel'],1
19631,0.415,2020,0.00748,0.8190000000000001,195906,0.626,1,5SWnsxjhdcEDc7LJjq9UHk,0.10099999999999999,10,0.16699999999999998,-4.574,0,Runnin,86,2020-10-02,0.20199999999999999,143.01,"['21 Savage', 'Metro Boomin']",2
19418,0.32299999999999995,2019,0.0967,0.585,142000,0.47100000000000003,1,30bqVoKjX479ab90a8Pafp,0.0184,4,0.115,-9.934,0,Star Shopping,86,2019-04-19,0.0616,93.09899999999999,['Lil Peep'],1
